submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
2/3/2021,CA,3281271,,,10501,0,41811,,,481,0,2/4/2021 14:53,Not agree,Not agree
2/4/2021,CA,3294447,,,13176,0,42466,,,655,0,2/5/2021 14:54,Not agree,Not agree
2/5/2021,CA,3308468,,,14021,0,43024,,,558,0,2/6/2021 16:05,Not agree,Not agree
2/6/2021,CA,3320862,,,12394,0,43647,,,623,0,2/7/2021 14:46,Not agree,Not agree
2/7/2021,CA,3335926,,,15064,0,43942,,,295,0,2/8/2021 14:53,Not agree,Not agree
2/8/2021,CA,3346340,,,10414,0,44150,,,208,0,2/9/2021 15:24,Not agree,Not agree
2/9/2021,CA,3354591,,,8251,0,44477,,,327,0,2/10/2021 14:52,Not agree,Not agree
2/10/2021,CA,3362981,,,8390,0,44995,,,518,0,2/11/2021 14:50,Not agree,Not agree
2/11/2021,CA,3371556,,,8575,0,45456,,,461,0,2/12/2021 14:56,Not agree,Not agree
2/12/2021,CA,3381615,,,10059,0,46002,,,546,0,2/13/2021 14:50,Not agree,Not agree
2/13/2021,CA,3391036,,,9421,0,46435,,,433,0,2/14/2021 14:51,Not agree,Not agree
2/14/2021,CA,3399878,,,8842,0,46843,,,408,0,2/15/2021 14:46,Not agree,Not agree
2/15/2021,CA,3406365,,,6487,0,47043,,,200,0,2/16/2021 14:53,Not agree,Not agree
2/16/2021,CA,3412057,,,5692,0,47107,,,64,0,2/17/2021 14:51,Not agree,Not agree
2/17/2021,CA,3416147,,,4090,0,47507,,,400,0,2/18/2021 14:43,Not agree,Not agree
2/18/2021,CA,3421720,,,5573,0,47924,,,417,0,2/19/2021 15:33,Not agree,Not agree
2/19/2021,CA,3428518,,,6798,0,48344,,,420,0,2/20/2021 14:45,Not agree,Not agree
2/20/2021,CA,3435186,,,6668,0,48825,,,481,0,2/21/2021 14:57,Not agree,Not agree
2/21/2021,CA,3441946,,,6760,0,49105,,,280,0,2/22/2021 14:53,Not agree,Not agree
2/22/2021,CA,3446611,,,4665,0,49338,,,233,0,2/23/2021 14:51,Not agree,Not agree
2/23/2021,CA,3450058,,,3447,0,49563,,,225,0,2/24/2021 14:56,Not agree,Not agree
2/24/2021,CA,3455361,,,5303,0,49877,,,314,0,2/25/2021 14:54,Not agree,Not agree
2/25/2021,CA,3460326,,,4965,0,50991,,,308,0,2/26/2021 15:02,Not agree,Not agree
2/26/2021,CA,3465726,,,5400,0,51382,,,391,0,2/27/2021 14:51,Not agree,Not agree
2/27/2021,CA,3470877,,,5151,0,51821,,,439,0,2/28/2021 14:48,Not agree,Not agree
2/28/2021,CA,3475562,,,4685,0,51979,,,158,0,3/1/2021 15:21,Not agree,Not agree
3/1/2021,CA,3479078,,,3516,0,52194,,,215,0,3/2/2021 14:54,Not agree,Not agree
3/2/2021,CA,3481611,,,2533,0,52497,,,303,0,3/3/2021 15:20,Not agree,Not agree
3/3/2021,CA,3484963,,,3352,0,52775,,,278,0,3/4/2021 15:08,Not agree,Not agree
3/4/2021,CA,3488467,,,3504,0,53048,,,273,0,3/5/2021 16:11,Not agree,Not agree
3/5/2021,CA,3493126,,,4659,0,53448,,,400,0,3/6/2021 15:08,Not agree,Not agree
3/6/2021,CA,3497578,,,4452,0,53866,,,418,0,3/7/2021 14:51,Not agree,Not agree
3/7/2021,CA,3501394,,,3816,0,54124,,,258,0,3/8/2021 14:47,Not agree,Not agree
3/8/2021,CA,3504652,,,3258,0,54224,,,100,0,3/9/2021 14:47,Not agree,Not agree
3/9/2021,CA,3507266,,,2614,0,54395,,,171,0,3/10/2021 14:58,Not agree,Not agree
3/10/2021,CA,3513678,,,2734,0,54621,,,226,0,3/11/2021 15:36,Not agree,Not agree
3/11/2021,CA,3516862,,,3184,0,54891,,,270,0,3/12/2021 15:20,Not agree,Not agree
3/12/2021,CA,3520333,,,3471,0,54891,,,0,0,3/13/2021 15:19,Not agree,Not agree
3/13/2021,CA,3523563,,,3230,0,55095,,,204,0,3/14/2021 13:53,Not agree,Not agree
3/14/2021,CA,3526335,,,2772,0,55235,,,140,0,3/15/2021 14:03,Not agree,Not agree
3/15/2021,CA,3528795,,,2460,0,55330,,,95,0,3/16/2021 14:12,Not agree,Not agree
3/16/2021,CA,3530055,,,1260,0,55372,,,42,0,3/17/2021 14:24,Not agree,Not agree
3/17/2021,CA,3532496,,,2441,0,55577,,,205,0,3/18/2021 14:01,Not agree,Not agree
3/18/2021,CA,3535534,,,3038,0,55795,,,218,0,3/19/2021 14:25,Not agree,Not agree
3/19/2021,CA,3538821,,,3287,0,56027,,,232,0,3/20/2021 14:03,Not agree,Not agree
3/20/2021,CA,3541928,,,3107,0,56072,,,45,0,3/21/2021 13:54,Not agree,Not agree
3/21/2021,CA,3545278,,,3350,0,56118,,,46,0,3/22/2021 13:57,Not agree,Not agree
3/22/2021,CA,3547278,,,2000,0,56545,,,427,0,3/23/2021 14:05,Not agree,Not agree
3/23/2021,CA,3549101,,,1823,0,56596,,,51,0,3/24/2021 14:16,Not agree,Not agree
3/24/2021,CA,3551056,,,1955,0,56850,,,254,0,3/25/2021 14:25,Not agree,Not agree
3/25/2021,CA,3553307,,,2251,0,57091,,,241,0,3/26/2021 14:14,Not agree,Not agree
3/26/2021,CA,3555915,,,2608,0,57336,,,245,0,3/27/2021 14:01,Not agree,Not agree
3/27/2021,CA,3559193,,,3278,0,57551,,,215,0,3/28/2021 13:52,Not agree,Not agree
3/28/2021,CA,3562191,,,2998,0,57746,,,195,0,3/29/2021 13:48,Not agree,Not agree
3/29/2021,CA,3564468,,,2277,0,57778,,,32,0,3/30/2021 14:06,Not agree,Not agree
3/30/2021,CA,3566464,,,1996,0,57788,,,10,0,3/31/2021 14:08,Not agree,Not agree
3/31/2021,CA,3568426,,,1962,0,57936,,,148,0,4/1/2021 14:13,Not agree,Not agree
4/1/2021,CA,3570660,,,2234,0,58090,,,154,0,4/2/2021 13:56,Not agree,Not agree
4/2/2021,CA,3573074,,,2414,0,58269,,,179,0,4/3/2021 13:51,Not agree,Not agree
4/3/2021,CA,3577951,,,4877,0,58404,,,135,0,4/4/2021 13:43,Not agree,Not agree
4/4/2021,CA,3580351,,,2400,0,58513,,,109,0,4/5/2021 13:43,Not agree,Not agree
4/5/2021,CA,3582463,,,2112,0,58534,,,21,0,4/6/2021 13:43,Not agree,Not agree
4/6/2021,CA,3583830,,,1367,0,58541,,,7,0,4/7/2021 14:25,Not agree,Not agree
4/7/2021,CA,3586059,,,2229,0,58659,,,118,0,4/8/2021 13:46,Not agree,Not agree
4/8/2021,CA,3588152,,,2093,0,58788,,,129,0,4/9/2021 14:11,Not agree,Not agree
4/9/2021,CA,3590758,,,2606,0,58943,,,155,0,4/10/2021 13:45,Not agree,Not agree
4/10/2021,CA,3595224,,,4466,0,59113,,,170,0,4/11/2021 13:50,Not agree,Not agree
4/11/2021,CA,3600178,,,4954,0,59218,,,105,0,4/12/2021 13:39,Not agree,Not agree
4/12/2021,CA,3602827,,,2649,0,59249,,,31,0,4/13/2021 14:00,Not agree,Not agree
4/13/2021,CA,3604395,,,1568,0,59258,,,9,0,4/14/2021 14:34,Not agree,Not agree
4/14/2021,CA,3606882,,,2487,0,59372,,,114,0,4/15/2021 13:58,Not agree,Not agree
4/15/2021,CA,3608898,,,2016,0,59508,,,136,0,4/16/2021 14:12,Not agree,Not agree
4/16/2021,CA,3611349,,,2451,0,59587,,,79,0,4/17/2021 13:58,Not agree,Not agree
